"도서관명","시도명","시군구명","도서관유형","평일운영시작시각","평일운영종료시각","열람좌석수","자료수(도서)","소재지도로명주소","운영기관명","홈페이지주소","데이터기준일자"
"인천광역시교육청신트리도서관","인천광역시","부평구","공공도서관","09:00","20:00","440","305097","인천광역시 부평구 신트리로 21","인천광역시교육청신트리도서관","https://lib.ice.go.kr/shintree","2026-08-06"
"인천광역시교육청연수도서관","인천광역시","연수구","공공도서관","06:00","22:00","995","242324","인천광역시 연수구 함박뫼로 152번길 96(연수동)","인천광역시교육청","https://lib.ice.go.kr/yeonsu","2026-08-04"
"인천광역시교육청계양도서관","인천광역시","계양구","공공도서관","06:00","22:00","606","215795","인천광역시 계양구 계양산로134번길 18 (계산동)","인천광역시교육청","https://lib.ice.go.kr/gyeyang/index.do","2026-08-19"
"인천광역시교육청서구도서관","인천광역시","서구","공공도서관","06:00","22:00","965","258691","인천광역시 서구 건지로334번길 45","인천광역시교육청서구도서관","https://lib.ice.go.kr/seogu/","2026-07-02"
"인천광역시교육청 주안도서관","인천광역시","미추홀구","공공도서관","06:00","22:00","825","252130","인천광역시 미추홀구 구월남로 27","인천광역시교육청 주안도서관","https://lib.ice.go.kr/juan","2026-08-19"
"인천광역시교육청 인천광역시교육청부평도서관","인천광역시","부평구","공공도서관","06:00","22:00","555","196778","인천광역시 부평구 경원대로1191","인천광역시교육청","https://lib.ice.go.kr/bupyeong/index.do","2026-08-10"
"인천광역시교육청 인천광역시교육청중앙도서관","인천광역시","남동구","공공도서관","09:00","20:00","360","321691","인천광역시 남동구 정각로9","인천광역시교육청","https://lib.ice.go.kr/jungang/index.do","2026-08-04"
"인천광역시교육청화도진도서관","인천광역시","제물포구","공공도서관","09:00","20:00","662","183639","인천광역시 동구 화도진로 122","인천광역시교육청","https://lib.ice.go.kr/hwadojin/index.do","2026-08-06"
"고암작은도서관","경기도","양주시","공공도서관","09:00","18:00","50","13346","경기도 양주시 고암길 251-1 1층","경기도 양주시청","https://www.libyj.go.kr/goamlib/index.do","2026-06-30"
"광적도서관","경기도","양주시","공공도서관","09:00","22:00","187","47587","경기도 양주시 광적면 광적로42번길 5","경기도 양주시청","https://www.libyj.go.kr/gjlib/index.do","2026-06-30"
"덕계도서관","경기도","양주시","공공도서관","09:00","22:00","130","87876","경기도 양주시 평화로1475번길 39","경기도 양주시청","https://www.libyj.go.kr/dklib/index.do","2026-06-30"
"남면도서관","경기도","양주시","공공도서관","09:00","18:00","147","46688","경기도 양주시 남면 개나리17길 24","경기도 양주시청","https://www.libyj.go.kr/nmlib/index.do","2026-06-30"
"꿈나무도서관","경기도","양주시","공공도서관","09:00","22:00","183","132286","경기도 양주시 백석읍 꿈나무로 199","경기도 양주시청","https://www.libyj.go.kr/childlib/index.do","2026-06-30"
"고읍도서관","경기도","양주시","공공도서관","09:00","22:00","296","64321","경기도 양주시 고읍남로 207","경기도 양주시청","https://www.libyj.go.kr/gulib/index.do","2026-06-30"
"덕정도서관","경기도","양주시","공공도서관","09:00","22:00","300","78807","경기도 양주시 화합로1371번길 11","경기도 양주시청","https://www.libyj.go.kr/djlib/index.do","2026-06-30"
"양주희망도서관","경기도","양주시","공공도서관","09:00","22:00","298","69772","경기도 양주시 삼숭로38번길 78-47","경기도 양주시청","https://www.libyj.go.kr/hmlib/index.do","2026-06-30"
"장흥작은도서관","경기도","양주시","공공도서관","09:00","22:00","70","24594","경기도 양주시 장흥면 호국로 470","경기도 양주시청","https://www.libyj.go.kr/jhlib/index.do","2026-06-30"
"옥정호수도서관","경기도","양주시","공공도서관","09:00","22:00","300","94559","경기도 양주시 옥정동로7길 110","경기도 양주시청","https://www.libyj.go.kr/ojlake/index.do","2026-06-30"
"자월도서관","인천광역시","옹진군","공공도서관","09:00","18:00","50","1627","인천광역시 옹진군 자월면 자월서로 181","인천광역시 옹진군 자월면사무소","","2026-07-02"
"연평도서관","인천광역시","옹진군","공공도서관","09:00","21:00","59","7490","인천광역시 옹진군 연평면 연평로 184","인천광역시 옹진군 연평면사무소","","2026-07-02"
"영흥도서관","인천광역시","옹진군","공공도서관","09:00","21:00","92","37099","인천광역시 옹진군 영흥면 영흥로251번길 90","인천광역시 옹진군 영흥면사무소","","2026-07-02"
"대청도서관","인천광역시","옹진군","공공도서관","09:00","18:00","51","18526","인천광역시 옹진군 대청면 대청로244번길 116-22","인천광역시 옹진군 대청면사무소","","2026-07-02"
"백령도서관","인천광역시","옹진군","공공도서관","09:00","21:00","38","29113","인천광역시 옹진군 백령면 백령로 260","인천광역시 옹진군 백령면사무소","","2026-07-02"
"은뜨락도서관","서울특별시","은평구","공공도서관","09:00","22:00","188","42682","서울특별시 은평구 통일로 972","재단법인횃불장학회","https://www.edlib.or.kr","2026-06-30"
"내를건너서숲으로도서관","서울특별시","은평구","공공도서관","09:00","22:00","170","64105","서울특별시 은평구 증산로17길 51","사단법인더불어배움","http://www.nslib.or.kr","2026-06-30"
"구산동 도서관마을","서울특별시","은평구","공공도서관","09:00","22:00","350","75618","서울특별시 은평구 연서로 13길 29-23","은평도서관마을 협동조합","http://www.gsvlib.or.kr/","2026-06-30"
"은평뉴타운 도서관","서울특별시","은평구","공공도서관","09:00","22:00","420","70577","서울특별시 은평구 진관2로 111-51","사회복지법인 인덕원","http://www.enlib.or.kr/","2026-06-30"
"응암정보도서관","서울특별시","은평구","공공도서관","09:00","22:00","250","23760","서울특별시 은평구 가좌로 7길 15","대한성결교회 유지재단","http://www.ealib.or.kr/","2026-06-30"
"증산정보도서관","서울특별시","은평구","공공도서관","09:00","22:00","530","71131","서울특별시 은평구 증산로5길 6","사회복지법인 인덕원","http://www.jsplib.or.kr/","2026-06-30"
"은평구립도서관","서울특별시","은평구","공공도서관","09:00","22:00","1039","230986","서울특별시 은평구 통일로 79가길 13-84","사회복지법인 인덕원","http://www.eplib.or.kr/","2026-06-30"
"보문숲길도서관","서울특별시","성북구","공공도서관","09:00","18:00","80","14364","서울특별시 성북구 보문사길 20","성북문화재단","https://www.sblib.seoul.kr/bmlib/index.do","2026-07-29"
"글빛도서관","서울특별시","성북구","공공도서관","09:00","18:00","194","21426","서울특별시 성북구 길음로7길 20","성북문화재단","https://www.sblib.seoul.kr/sblib/","2026-07-29"
"성북길빛도서관","서울특별시","성북구","공공도서관","09:00","21:00","250","34535","서울특별시 성북구 숭인로8길 52","성북문화재단","https://www.sblib.seoul.kr/sblib/","2026-07-29"
"장위행복누림도서관","서울특별시","성북구","공공도서관","09:00","18:00","60","15539","서울특별시 성북구 장위로21다길 53","성북문화재단","https://www.sblib.seoul.kr/sblib/","2026-07-29"
"아리랑어린이도서관","서울특별시","성북구","공공도서관","09:00","18:00","110","35987","서울특별시 성북구 아리랑로 75","성북문화재단","https://www.sblib.seoul.kr/sblib/","2026-07-29"
"청수도서관","서울특별시","성북구","공공도서관","09:00","18:00","95","41194","서울특별시 성북구 보국문로16가길 20","성북문화재단","https://www.sblib.seoul.kr/sblib/","2026-07-29"
"달빛마루도서관","서울특별시","성북구","공공도서관","09:00","18:00","130","58477","서울특별시 성북구 종암로 167","성북문화재단","https://www.sblib.seoul.kr/sblib/","2026-07-29"
"석관동미리내도서관","서울특별시","성북구","공공도서관","09:00","18:00","87","36464","서울특별시 성북구 한천로66길 203","성북문화재단","https://www.sblib.seoul.kr/mrlib/","2026-07-29"
"종암동새날도서관","서울특별시","성북구","공공도서관","09:00","18:00","110","47114","서울특별시 성북구 종암로 98-8","성북문화재단","https://www.sblib.seoul.kr/sblib/","2026-07-29"
"아리랑도서관","서울특별시","성북구","공공도서관","09:00","22:00","188","91118","서울특별시 성북구 아리랑로 82","성북문화재단","https://www.sblib.seoul.kr/arlib/index.do","2026-07-29"
"성북정보도서관","서울특별시","성북구","공공도서관","09:00","22:00","446","168587","서울특별시 성북구 화랑로18자길 13","성북문화재단","https://www.sblib.seoul.kr/sblib/","2026-07-29"
"성북어린이청소년도서관","서울특별시","성북구","공공도서관","09:00","18:00","218","18649","서울특별시 성북구 삼선교로16길 59","성북문화재단","https://www.sblib.seoul.kr/scylib/index.do","2026-07-29"
"서울특별시교육청송파도서관","서울특별시","송파구","공공도서관","08:00","22:00","894","254870","서울특별시 송파구 동남로 263","서울특별시교육청","https://splib.sen.go.kr","2026-06-01"
"가평군 조종도서관","경기도","가평군","공공도서관","07:00","23:59","72","74530","경기도 가평군 조종면 조종희망로 26번길22","경기도 가평군","www.gaplib.go.kr","2026-05-20"
"가평군 청평도서관","경기도","가평군","공공도서관","07:00","23:59","110","82270","경기도 가평군 청평면 은고개로 31","경기도 가평군","www.gaplib.go.kr","2026-05-20"
"가평군 설악도서관","경기도","가평군","공공도서관","07:00","23:59","97","66479","경기도 가평군 설악면 자잠로 65 가평설악도서관","경기도 가평군","www.gaplib.go.kr","2026-05-20"
"가평군 한석봉도서관","경기도","가평군","공공도서관","07:00","23:59","119","134853","경기도 가평군 가평읍 문화로 187","경기도 가평군","www.gaplib.go.kr","2026-05-20"
"이천시립마장도서관","경기도","이천시","공공도서관","08:00","23:00","210","52105","경기도 이천시 마장면 마장로 11","경기도 이천시청","https://www.icheonlib.go.kr","2026-05-26"
"이천시립효양도서관","경기도","이천시","공공도서관","08:00","23:00","517","143450","경기도 이천시 부발읍 경충대로2250번길 35","경기도 이천시청","https://www.icheonlib.go.kr","2026-05-26"
"이천시립어린이도서관","경기도","이천시","공공도서관","09:00","18:00","280","104777","경기도 이천시 남천로 31","경기도 이천시청","https://www.icheonlib.go.kr","2026-05-26"
"이천시립청미도서관","경기도","이천시","공공도서관","08:00","23:00","232","114892","경기도 이천시 장호원읍 서동대로8829번길 53-6","경기도 이천시청","https://www.icheonlib.go.kr","2026-05-26"
"이천시립도서관","경기도","이천시","공공도서관","08:00","23:00","473","164308","경기도 이천시 설봉로81번길 50","경기도 이천시청","https://www.icheonlib.go.kr","2026-05-26"
"오산시 햇살마루도서관","경기도","오산시","공공도서관","09:00","20:00","72","48025","경기도 오산시 오산로 132번길 28-6","경기도 오산시청","https://osanlibrary.go.kr/hatsalmaru/index.do","2026-06-04"
"오산시 소리울도서관","경기도","오산시","공공도서관","09:00","22:00","100","34793","경기도 오산시 경기대로 102-25","경기도 오산시청","https://osanlibrary.go.kr/soriul/index.do","2026-06-04"
"오산시 초평도서관","경기도","오산시","공공도서관","09:00","22:00","220","52032","경기도 오산시 발안로 1353-11(누읍동 561)","경기도 오산시청","https://osanlibrary.go.kr/chopyeong/index.do","2026-06-04"
"오산시 청학도서관","경기도","오산시","공공도서관","09:00","22:00","75","25443","경기도 오산시 청학로 80(궐동)","경기도 오산시청","https://osanlibrary.go.kr/cheonghak/index.do","2026-06-04"
"오산시 양산도서관","경기도","오산시","공공도서관","09:00","22:00","232","58065","경기도 오산시 양산로 410번길 34","경기도 오산시청","https://osanlibrary.go.kr/yangsan/index.do","2026-06-04"
"오산시 꿈두레도서관","경기도","오산시","공공도서관","09:00","22:00","362","132144","경기도 오산시 세마역로 20(세교동 618)","경기도 오산시청","https://osanlibrary.go.kr/kkumdure/index.do","2026-06-04"
